WKT,Latitude,Longitude,Name,Category,Time,Description,Classification
POINT (126.9830583 37.3851768),37.3851768,126.9830583,Sunsoohan Ppang,Cafe,09:00 - 19:00. Closed on Mondays.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.7230769 37.4880187),37.4880187,126.7230769,Do U Luvme,Cafe,11:00 - 21:00. Closed every other Sunday and Monday.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9238816 37.5753954),37.5753954,126.9238816,Oat Holic,Cafe,Tue - Sat 10:00 - 19:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (127.0388576 37.5129351),37.5129351,127.0388576,Sweets by Ve,Cafe,08:30 - 18:00. Closed on Weekends.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.9051058 37.50573200000001),37.5057320,126.9051058,Vegan Eazy,Cafe,Thu - Mon 11:00 - 20:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9849275 37.5735543),37.5735543,126.9849275,Vegan Agitato,Cafe,,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9858978 37.56891369999999),37.5689136,126.9858978,Edomae Tendon Hada,Japanese,11:00 - 20:30.,No meat included.,Muslim friendly restaurant
POINT (127.1216973 37.38356609999999),37.3835660,127.1216973,Edomae Tendon Hada,Japanese,11:00 - 20:30.,No meat included.,Muslim friendly restaurant
POINT (126.9218674 37.5544008),37.5544008,126.9218674,Edomae Tendon Hada,Japanese,11:00 - 20:30.,No meat included.,Muslim friendly restaurant
POINT (126.9866025 37.5618067),37.5618067,126.9866025,Hcho Ganjanggejang,Korean,11:30 - 22:00.,"Marinated crab. There are beef and chicken menus. It's not halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.5737062 35.2091524),35.2091524,128.5737062,Baekjereong,Korean,11:30 - 21:00. Breaktime 15:00 - 17:00.,"Grilled Eel, Samgyetang. No pork included. Chicken is not halal meat. 
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9911251 37.5698568),37.5698568,126.9911251,Jeonju Sikdang,Korean,08:00 - 20:30. Closed on the 1st and 3rd Sunday of each month.,"Grilled Fish. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.758106 36.5775305),36.5775305,128.758106 ,Andong HeotjeSa Rice,Korean,11:00 - 20:00.,"Grilled FIsh. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9633836 37.53167),37.53167,126.9633836,Food Exchange,International,06:30 - 10:00. 12:00  - 14:30. 18:30 - 21:30.,"Buffet. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9611108 37.5322525),37.5322525,126.9611108,A La Maison Wine & DIne,Western,12:00 - 22:00. Breaktime 15:00 - 17:30.,"There is a pork menu but if you tell the server before ordering, it will be served with Muslim-specific cooking utensils and tableware. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9641244 37.53162369999999),37.5316236,126.9641244,In Style,Western,10:00 - 24:00.,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9619037 37.5319946),37.5319946,126.9619037,Sky Kingdom - The Ribbon,Western,10:00 - 24:00.,"The menu changes quarterly. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9783917 37.5646333),37.5646333,126.9783917,Taoyuen ,Chinese,11:30 - 22:00. Breaktime 14:30 - 18:00.,"Course meal. There is a pork menu but if you call the store and tell them in advance, they will remove the pork menu and prepare cooking utensils and bowls separately. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9810257 37.5652621),37.5652621,126.9810257,Momoya,Japanese,11:30 - 20:00. Breaktime 14:30 - 18:00.,"No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.8985828 37.7540002),37.7540002,128.8985828,Gohyang Meokgeori,Korean,09:00 - 20:00. Breaktime 15:00 - 17:00.,"No pork included. Beef cuisine. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.980979 37.56530000000001),37.5653000,126.980979 ,Mugunghwa ,Korean,11:30 - 22:00. Breaktime 14:30 - 18:00.,"No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9780619 37.5646275),37.5646275,126.9780619,The Seven Square,International,"06:00 - 10:00. Weekday (11:30 - 14:30, 18:00 - 21:30),
Weekend (11:30 - 13:30 / 14:00 - 16:00
Sat 17:00 - 19:00 / 19:30 - 21:30
Sun 17:30 - 21:30)","Buffet. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9810257 37.5652281),37.5652281,126.9810257,Pierre Gagnaire a Seoul,Western,12:00 - 15:00. 18:00 - 22:00.,"French course meal. There is a pork menu but if you call the store and tell them in advance, they will take pork off the menu and prepare meal as halal meat. In normal times, they don't use halal meat.",Muslim friendly restaurant
POINT (127.1033598 35.82205909999999),35.8220590,127.1033598,Miga Ilsik,Japanese,11:30 - 22:00. Closed on Sundays.,"SashimI. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.3421868 36.5137294),36.5137294,126.3421868,Songjeong Kkotgejip,Korean,09:00 - 21:00.,"Crab cuisine. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.0076342 37.5577399),37.5577399,127.0076342,Continental,Western,12:00 - 21:30. Breaktime 14:30 - 17:30.,"French restaurant. No pork included. They don't use halal meat. Reservations are required on the 15th day, two months prior to the intended visit.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.0054476 37.55623169999999),37.5562316,127.0054476,La Yeon,Korean,12:00 - 21:30. Breaktime 14:30 - 17:30.,"As the menu changes seasonally, it's necessary to call in advance to check whether pork dishes are included. Even if there are pork dishes on the menu. they can be removed if requested in advance. They don't use halal meat. Reservations are required on the 15th day, two months prior to the intended visit.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9800923 37.5656193),37.5656193,126.9800923,La Seine,International,06:30 - 22:00.,"Buffet. There are eight sections and each section varies in whether it includes pork dishes or not. They don't use halal meat. The start date for reservations is 1st before one month ahead.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9810257 37.5652962),37.5652962,126.9810257,Peninsula,Western,21:30 - 23:00.,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9782699 37.5683731),37.5683731,126.9782699,Ildossi Dakgalbi,Korean,10:00 - 22:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9343367 33.4610216),33.4610216,126.9343367,Cocomama,Korean,10:30 - 20:30. Breaktime 15:30 - 17:30.,"Seafood restaurant. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1291324 35.8358366),35.8358366,127.1291324,Sewoogo Fish Sashimi,Japanese,15:00 - 22:00.,"Sashimi. There is a chicken menu and it is not halal meat. Ramen soup might contain pork.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.128372 37.5534),37.5534,127.128372 ,Seonsa Bokjip,Korean,11:00 - 22:30. Closed on Sundays.,"Pufferfish restaurant. No pork included. It sells Samgyetang and it's not halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9340843 37.58880910000001),37.5888091,126.9340843,Grand Hilton Seoul Buffet,International,Temporarily suspended,A restaurant certified as Muslim-friendly by the Korean government.,Muslim friendly restaurant
POINT (126.9340565 37.58905899999999),37.5890589,126.9340565,Atrium Cafe,"Western, Korean",07:00 - 22:00. ,"There are menus dedicated for Muslims. You can ask the staff to introduce you to the Halal menus. But there are also pork menus.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8483248 37.30640899999999),37.3064089,126.8483248,Special Octopus and Eel,Korean,10:00 - 22:00,"Seafood restaurant. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9740659 37.5727872),37.5727872,126.9740659,Ilpumdang Premium,Japanese,10:00 - 22:00. Breaktime 15:00 - 17:00.,"Sukiyaki, Shabu-Shabu. No pork included. They don't use halal meat. Prayer room is here.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.0106279 37.5710388),37.5710388,127.0106279,Byeollan Ori,Korean,11:00 - 23:00. Closed on Sundays.,"Duck cuisine.  No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9709648 37.57647389999999),37.5764738,126.9709648,Sejong Village Chicken,Korean,14:00 - 24:00.,"Fried Chicken. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9841077 37.56925679999999),37.5692567,126.9841077,Jongro Samgyetang,Korean,11:00 - 21:00. Breaktime 15:00 - 17:00.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9898572 37.5699513),37.5699513,126.9898572,Jongro Sulnongtang,Korean,24H,Sulnongtang(made by beef). No pork included. They don't use halal meat.,Muslim friendly restaurant
POINT (126.9855551 37.5737794),37.5737794,126.9855551,Jangsu Hanulso,Korean,Weekdays 11:30 - 21:30. Weekends - 21:00. Weekdays Breaktime 15:00 - 17:00.,"Bulgogi hot pot, Grilled beef. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.0000288 37.5705795),37.5705795,127.0000288,Hyeongje Yukhoe,Korean,09:00 - 23:00. Closed on Wednesdays.,"Beef and Octopus Tartare. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9185924 37.5211949),37.5211949,126.9185924,Park Cafe,Western,07:00 - 21:00.,"There is pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8183299 37.5476841),37.5476841,126.8183299,Nakwon,Korean,11:30 - 21:30. Breaktime 14:30 - 17:30.,"Beef cuisine. There is pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8758872 37.5282657),37.5282657,126.8758872,Ildossi Dakgalbi,Korean,10:30 - 22:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.028024 37.500048),37.500048,127.028024 ,Bombay Brau,Indian,11:30 - 22:30.,"No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9991056 37.4796972),37.4796972,126.9991056,Ildossi Dakgalbi,Korean,11:00 - 23:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5248435 37.80903679999999),37.8090367,127.5248435,Kko Kki Ok,Korean,10:00 - 21:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5224718 37.8107924),37.8107924,127.5224718,Halmae Chunchon Dakgalbi,Korean,08:00 - 21:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat but if you want halal meat, you can call a few days before your visit to reserve and request it in advance.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5181342 37.8187812),37.8187812,127.5181342,Dullegil Sutbul Dakgalbi,Korean,11:00 - 20:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8392716 37.1901532),37.1901532,126.8392716,Blue Sapphire,International,06:30 - 21:00.,"Buffet. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8510773 37.3016511),37.3016511,126.8510773,Gungjung Samgyetang,Korean,11:00 - 21:00.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8841648 37.4222608),37.4222608,126.8841648,Hwaremu,Japanese,17:00 - 23:50.,"Lamb cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.6510909 37.39461550000001),37.3946155,126.6510909,Hwaremu,Japanese,Weekdays 15:00 - 04:00. Weekends 12:00 - 24:00.,"Lamb cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.7262566 37.3984219),37.3984219,126.7262566,Hwaremu,Japanese,17:00 - 23:00. Closed on Sundays.,"Lamb cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8290584 37.3104604),37.3104604,126.8290584,Baegnyeon Bulgogi,Korean,11:00 - 22:00. Breaktime 15:00 - 16:00.,"Beef cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.9240861 37.3337702),37.3337702,127.9240861,Manna Dakgalbi ,Korean,11:00 - 23:00. Closed on Sundays.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.8212026 37.21245319999999),37.2124531,128.8212026,The Garden,Western,08:00 - 22:00. ,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.6697034 37.65843309999999),37.6584330,128.6697034,Flavours,Western,07:00 - 22:00.,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.6733528 37.6570298),37.6570298,128.6733528,Mont Blanc,"Western, Asian",07:00 - 22:00.,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.0062322 37.3409627),37.3409627,128.0062322,Woonche,Korean,11:00 - 20:30.,"There is a pork menu. They don't use halal meat.  
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.915513 37.79166740000001),37.7916674,128.915513 ,Sonujib Chodang Sundubu,Korean,07:40 - 19:30. Closed on Tuesday.,"Soft tofu cuisine. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.0321167 37.6905609),37.6905609,129.0321167,Jeongdongjin Chodang SilkyTofu,Korean,04:30 - 20:30. ,"Soft tofu cuisine. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7277484 37.8792602),37.8792602,127.7277484,Myeongdong Sangol Dakgalbi ,Korean,10:00 - 23:00. ,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7773683 37.8741632),37.8741632,127.7773683,One Roof Five Fily,Korean,11:30 - 21:30. Closed on Sundays.,"Boiled beef slice hot pot. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7275972 37.8791331),37.8791331,127.7275972,Hwang’s Dokkaebijip Sutbul Dakgalbi,Korean,10:00 - 04:00. ,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7253325 37.8787637),37.8787637,127.7253325,Chuncheon Wonjo Sutbul Dakgalbi ,Korean,11:00 - 22:00. ,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7226938 37.86553959999999),37.8655395,127.7226938,Jeonggane Sogalbi,Korean,16:30 - 22:00. Closed on Sundays.,"Grilled Beef cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.7239151 37.8928141),37.8928141,127.7239151,Soyanggang Cheonyeo Dakgalbi,Korean,08:00 - 20:00. Weekends - 21:00.,"Dakgalbi(spicy grilled chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.723116 37.8924233),37.8924233,127.723116 ,Chuncheon Ongsimi,Korean,09:30 - 15:00.,Matzo ball chopped noodles cuisine. No pork included. The meat in pheasant dumpling is not halal meat.,Muslim friendly restaurant
POINT (128.0060042 37.3407365),37.3407365,128.0060042,Woonche,Korean,11:00 - 20:30.,"Grilled Beef cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.9042178 37.8031641),37.8031641,128.9042178,Skewered Chicken,Korean,15:00 - 02:00. Closed on Tuesdays.,"Skewered Chicken. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.6814747 36.9630161),36.9630161,127.6814747,Bonghakgol Garden,Korean,11:00 - 21:00. Breaktime 15:00 - 17:00.,"Duck and chicken cuisine. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1491972 35.8183021),35.8183021,127.1491972,WaengI YellowBeansRiceSoup House,Korean,07:00 - 21:00.,"Bean sprout soup(Kongnamul Gukbap). No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1081668 35.8176222),35.8176222,127.1081668,Premium Beef Grill Miso,Korean,10:00 - 23:50.,"Grilled beef. Ramen soup might contain pork. They don't use halal meat. A reservation is required for lunch.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1520643 35.8146694),35.8146694,127.1520643,Hanokmun,Korean,09:00 - 21:00. ,"Octopus, Chicken skewers. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.151743 35.814377),35.814377,127.151743 ,Maneon Dakgangjeong,Korean,11:00 - 21:00. ,"Sweet and sour chicke fried. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1519322 35.8145944),35.8145944,127.1519322,Ozzang,Korean,10:30 - 21:00. ,"Chicken skewer. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5140809 34.932579),34.932579,127.5140809,Nanulteo,Korean,11:00 - 21:00. Breaktime 15:30 - 17:00.,"Acorn jelly cuisine. There is a pork menu.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5240394 34.9407938),34.9407938,127.5240394,Hoban Redbean Porridge,Korean,11:00 - 20:30. ,"Porridge cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.814069 35.1745515),35.1745515,126.814069 ,Dayeon Dakgalbi,Korean,11:30 - 22:00. Closed on Tuesdays.,"Dakgalbi(spicy grilled chicken). No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9262302 35.1796665),35.1796665,126.9262302,Mudungkwan,Korean,11:00 - 22:00.,"Beef-bone soup. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8708534 35.1838303),35.1838303,126.8708534,Yaksu Hanbang Samgyetang,Korean,09:30 - 21:30.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.4586596 34.81598590000001),34.8159859,126.4586596,Samdae Wonjo Naju Gomtang,Korean, 06:30 - 21:00.,"Beef-bone soup. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.5148015 34.9340152),34.9340152,127.5148015,Suncheonman Grilled firewood,Korean,05:30 - 22:00.,"Grilled Chicken with firewood. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.6598406 34.7577212),34.7577212,127.6598406,Yanghachi,Korean,16:00 - 24:00.,"Lamb cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.3100535 36.1105826),36.1105826,128.3100535,Rainbow,,,,Muslim friendly restaurant
POINT (129.2856871 35.8357806),35.8357806,129.2856871,Eomma Gomtang,Korean,10:00 - 18:00.,"Beef-bone soup. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.2682393 35.8525389),35.8525389,129.2682393,Bomun Hoban Ori,Korean,11:00 - 20:30.,"Grilled duck cuisine. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.1845753 36.5851759),36.5851759,128.1845753,Dakibong Wonjo Chuncheon Dakgalbi,Korean,11:00 - 22:00. Breaktime 14:30 - 16:30.,"Dakgalbi(spicy grilled chicken). There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.5306547 36.5515323),36.5515323,128.5306547,Moksukwon,Korean,09:00 - 18:00. ,"Jjimdak(Steamed Chicken). No pork included. They don't use halal meat. Masjid in here (It is currently closed)
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.1051388 37.16691319999999),37.1669131,127.1051388,Bandung Restaurant,Indonesian,11:00 - 21:00 .,They don't use halal meat.,Muslim friendly restaurant
POINT (128.5273829 36.5495352),36.5495352,128.5273829,Andongjib,Korean,09:00 - 19:00. ,"Jjimdak(Steamed Chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.5195242 36.5389047),36.5389047,128.5195242,Hahoe Matjip,Korean,09:30 - 20:00. ,"Jjimdak(Steamed Chicken). No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.4040812 35.7639748),35.7639748,128.4040812,Yeonhwajeong Samgyetang,Korean,10:00 - 21:00.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9386969 37.5435624),37.5435624,126.9386969,Lamb Land,Korean,11:00 - 21:30. Breaktime 14:00 - 16:00.,Lamb cuisine. Lamb is halal. No pork included.,Muslim friendly restaurant
POINT (128.4706406 35.7891461),35.7891461,128.4706406,Beokkotnadeul Beoseotjip,Korean,10:00 - 21:00. Breaktime 15:00 - 16:00. (Weekends 16:00 - 17:00).,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.4458157 35.69459700000001),35.6945970,128.4458157,Park So-Seon Halmaejip Gomtang,Korean,09:00 - 20:30.,"Beef-bone soup. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.442565 35.7293938),35.7293938,128.442565 ,Beoseotgol,Korean,10:00 - 22:00.,"Beef with mushroom. There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.7273604 36.5655745),36.5655745,128.7273604,Sinseon Jjimdak,Korean,10:00 - 22:00.,"Jjimdak. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.7275919 36.5655033),36.5655033,128.7275919,Sinsegae Jjimdak,Korean,09:30 - 21:00.,"Jjimdak. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.7277252 36.565639),36.565639,128.7277252,Pyounghwa Jjimdak,Korean,10:00 - 22:00.,"Jjimdak. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.7324077 36.5644856),36.5644856,128.7324077,Country grilled Galbi,Korean,12:00 - 22:00.,"Grilled beef. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.7323493 36.5646905),36.5646905,128.7323493,Sancheong Galbi,Korean,11:00 - 22:00.,"Grilled beef. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.8111647 36.69746639999999),36.6974663,128.8111647,Memilkkotpimeon,Korean,10:30 - 16:00. Closed on Saturdays.,"Buckwheat noodles, Beef bulgogi. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.8828231 35.2351303),35.2351303,128.8828231,Durga,Indian,10:00 - 21:00. ,A restaurant certified as Muslim-friendly by the Korean government.,Muslim friendly restaurant
POINT (128.908051 35.2464599),35.2464599,128.908051 ,Andongin Andongjjimdak,Korean,11:00 - 22:00.,"Jjimdak. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.5740984 35.20898639999999),35.2089863,128.5740984,Ajabang,Korean,11:30 - 21:00. Breaktime 15:00 - 17:00.,"Samgyetang, Grilled Eel. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.3299688 35.5392668),35.5392668,129.3299688,Daegaya Samgyetang,Korean,10:00 - 21:30. ,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.331527 35.5353663),35.5353663,129.331527 ,Hamyang Otdak,Korean,11:30 - 20:50. Breaktime 14:30 - 16:00.,"Samgyetang. No pork included. They don't use halal meat. Take care with sumac chicken as it can cause allergies.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.0275162 35.3356605),35.3356605,129.0275162,Garogangjung,Korean,11:30 - 22:00.,"Dakgangjeong(Sweet and sour fired chicken). No poek inxlusws. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.0555952 35.1565719),35.1565719,129.0555952,Mugunghwa,Korean,"12:00 - 15:00, 18:00 - 21:30.","No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.9705817 35.05354519999999),35.0535451,128.9705817,Suhyang Babsang Builds Happiness,Korean,09:00 - 22:00. Breaktime 16:00 - 16:30.,"Galbitang(short rib soup), Chueotang(loach soup). There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.2164167 35.25706829999999),35.2570682,129.2164167,Hurgsiru,Korean,11:00 - 21:00. Closed on Mondays.,"Galbitang(short rib soup), Bulgogi. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
